orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference.1,race_ethnicity,comment/reference.2,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference.3
1789,graham,1,"[('peter graham', 90), ('lindsey graham', 90), ('barney graham', 90), ('andrea graham', 90), ('billy graham', 90), ('lindsey o graham', 90), ('gray', 68), ('guancha', 62), ('kenneth gillingham', 60), ('stephanie grisham', 60), ('clare gerada', 60), ('j nadine gracia', 60), ('este geraghty', 60), ('tedros ahanom ghebreyesus', 60), ('john garamendi', 60), ('manu gautam', 60), ('mardi gras', 57), ('justin o grady', 50), ('azra ghani', 50), ('gary cohan', 50)]",na,,,,,,,,,,,,,,
1801,greg mortimer,2,"[('greg martin', 75), ('moro', 68), ('greg peters', 67), ('greg millett', 64), ('greg roth', 64), ('greg brew', 64), ('morante', 64), ('gabriella borter', 62), ('morris', 60), ('christine moutier', 60), ('martin', 60), ('grete porteous', 59), ('lacie gregory', 59), ('greg hunt', 59), ('grover gilmore', 59), ('greg rigano', 58), ('greg abbott', 58), ('gary foster', 58), ('hugh montgomery', 57), ('gregory byrd', 56)]",na,,,,,,,,,,,,,,https://www.polarcruises.com/antarctica/ships/premium-expedition-ships/greg-mortimer
1821,guancha,1,"[('guan', 90), ('wang guangfa', 64), ('graham', 62), ('gary cohan', 59), ('gemma chan', 59), ('guan yi', 57), ('yi guan', 57), ('ernie guzman', 56), ('grant colfax', 53), ('giuliani', 53), ('gordon chang', 53), ('gianna bern', 53), ('gufran beig', 51), ('francisco garcia', 51), ('peter graham', 51), ('janitha gowribalan', 51), ('lindsey graham', 51), ('gillian schmitz', 51), ('stephen gluckman', 51), ('mona gahunia', 51)]",na,,,,,,,,,,,,,,
1827,gupta,1,"[('rahul gupta', 90), ('sanjay gupta', 90), ('sonal gupta', 90), ('sunetra gupta', 90), ('vin gupta', 90), ('erin gustafson', 72), ('manu gautam', 72), ('guan', 67), ('gaetan burgio', 54), ('gufran beig', 54), ('reutersyuri gripas washington', 54), ('myra gutin', 54), ('sonia giusto', 54), ('ernie guzman', 54), ('steven van gucht', 54), ('wang guangfa', 54), ('philippe gautret', 54), ('wally ghurabi', 54), ('candy gunther brown johnny', 54), ('austan goolsbee', 54)]",na,,,,,,,,,,,,,,
1834,hackathon,1,"[('hahn', 62), ('hackney', 62), ('han', 60), ('hisakazu kato', 55), ('hudak', 54), ('matt hancock', 54), ('hogan', 54), ('clive hamilton', 53), ('john hick', 53), ('sara hogan', 53), ('denis hamilton', 53), ('jennifer hanrahan', 53), ('lau ka hin', 53), ('tom hanks', 53), ('john a hannah', 52), ('hilary marston', 52), ('asa hutchinson', 52), ('marci hamilton', 52), ('marc lamont hill', 50), ('cheryl healton', 50)]",na,,,,,,,,,,,,,,
1835,hackney,1,"[('mark handley', 64), ('robert hacking', 64), ('kristin harknett', 64), ('hackathon', 62), ('harvey', 62), ('han', 60), ('bill hanage', 56), ('sarah hawkes', 56), ('april hansen', 56), ('hahn', 55), ('harvey fineberg', 53), ('jennifer horney', 51), ('charlene harrington', 51), ('harvey karp', 51), ('ashley hockycko', 51), ('scott hensley', 51), ('helen whately', 51), ('laura huckins', 51), ('thomas harvey', 51), ('mike huckabee', 51)]",na,,,,,,,,,,,,,,
1849,halo,1,"[('hal f yee', 68), ('halik malik', 68), ('michael hilb', 68), ('cheryl healton', 68), ('charlene harrington', 68), ('michael head', 68), ('hal stern', 68), ('david halpern', 68), ('tony holohan', 68), ('nick haslam', 68), ('lina hidalgo', 68), ('aya healthcare', 68), ('alexander halavais', 68), ('h keipp b talbot', 68), ('hai shao', 68), ('hishal el khidir', 68), ('ian hall', 68), ('harlan krumholz', 68), ('charlton heston', 68), ('michael holick', 68)]",na,,,,,,,,,,,,,,
1861,harding,1,"[('charlene harrington', 77), ('bob harrington', 77), ('elizabeth harrington', 77), ('head', 68), ('hastings', 67), ('hadley king', 67), ('heard garris', 64), ('robert hacking', 64), ('gene hartigan', 64), ('harris', 62), ('nikole benders hadi', 61), ('harmandeep singh', 61), ('han', 60), ('huang ping', 59), ('hilary lin', 59), ('howard gillman', 57), ('scott harris', 56), ('kamala harris', 56), ('harry winer', 56), ('patrice harris', 56)]",na,,,,,,,,,,,,,,
1865,harris,1,"[('scott harris', 90), ('kamala harris', 90), ('alexia harrist', 90), ('harris ali', 90), ('robert harrison', 90), ('nadine burke harris', 90), ('patrice harris', 90), ('harris stratnyer', 90), ('larry harris', 90), ('harris faulkner', 90), ('harris faulker', 90), ('mark harris', 90), ('margaret harris', 90), ('drew harris', 90), ('charlene harrington', 75), ('jenny harries', 75), ('bob harrington', 75), ('heard garris', 75), ('elizabeth harrington', 75), ('robert hariri', 75)]",na,,,,,,,,,,,,,,
1870,harry,1,"[('harry potter', 90), ('john harry smith', 90), ('harry winer', 90), ('harry nespolon', 90), ('eudene harry', 90), ('harry fay', 90), ('harry holzer', 90), ('harvey', 73), ('harris', 73), ('scott harris', 72), ('kamala harris', 72), ('charlene harrington', 72), ('alexia harrist', 72), ('jenny harries', 72), ('bob harrington', 72), ('harris ali', 72), ('iraj harirchi', 72), ('jondhi harrell', 72), ('robert harrison', 72), ('larry hogan', 72)]",na,,,,,,,,,,,,,,
1874,harry potter,2,"[('harry', 90), ('harry holzer', 75), ('andrew potter', 72), ('harry winer', 70), ('beth potter', 70), ('roger porter', 67), ('harry fay', 67), ('peter horby', 66), ('scott harris', 64), ('harris stratnyer', 64), ('harry nespolon', 62), ('paul pottinger', 62), ('richard portes', 62), ('peter navarro', 61), ('robert hariri', 61), ('han', 60), ('harvey', 60), ('harris', 60), ('charles prosper', 59), ('patrice harris', 59)]",na,,,,,,,,,,,,,,
1877,harvey,1,"[('harvey karp', 90), ('thomas harvey', 90), ('harvey fineberg', 90), ('mr harvey', 90), ('harvey schiller', 90), ('harvey weinstein', 90), ('harley rouda', 75), ('harry', 73), ('eudene harry', 66), ('w david hardy', 66), ('harry fay', 62), ('hackney', 62), ('jennifer horney', 60), ('harry potter', 60), ('hilary jones', 60), ('charlene harrington', 60), ('jenny harries', 60), ('john harry smith', 60), ('jondhi harrell', 60), ('aya healthcare', 60)]",na,,,,,,,,,,,,,,
1883,hastings,1,"[('william haseltine', 68), ('harding', 67), ('andrew hastie', 64), ('sunny hostin', 64), ('han', 60), ('anne grete hestnes', 60), ('robert hacking', 60), ('hal stern', 59), ('harris', 57), ('hwang seung sik', 56), ('charlene harrington', 56), ('martin s hirsch', 56), ('bob harrington', 56), ('fred hutchinson', 56), ('huang ping', 56), ('elizabeth harrington', 56), ('colin hutchinson', 56), ('gene hartigan', 56), ('asa hutchinson', 55), ('higgins', 53)]",na,,,,,,,,,,,,,,
1907,henry ford,2,"[('naomi whitehead ellis ford', 86), ('henry navarro delgado', 86), ('henry wu', 73), ('chandra ford', 73), ('henry ji', 73), ('henry farrell', 70), ('chesney fowler', 67), ('henry albrecht', 64), ('henry mcmaster', 64), ('bonnie henry', 64), ('henry mwebesa', 64), ('henry i miller', 64), ('henry miller', 64), ('henry jenkins', 64), ('henry walke', 64), ('richard fording', 63), ('christopher foran', 63), ('roy fried', 63), ('kimberly fodran', 63), ('robert b ford', 61)]",na,,,,,,,,,,,,,,Talking about a health system: https://www.mlive.com/news/jackson/2021/01/henry-ford-allegiance-health-partners-with-jackson-county-to-expand-community-vaccination-effort.html
1922,higgins,1,"[('hopkins', 57), ('toby higbie', 56), ('hastings', 53), ('hu xijin', 53), ('clare hopkins', 51), ('muhiuddin haider', 51), ('hiroshi nishiura', 51), ('john hopkins', 51), ('laura huckins', 51), ('henning ansorg', 51), ('fred hutchinson', 51), ('hiroshige seko', 51), ('brian hainline', 51), ('susan hopkins', 51), ('claire hopkins', 51), ('jose holguin veras', 51), ('stella hines', 51), ('haig aintablian', 51), ('parissa haghirian', 51), ('colin hutchinson', 51)]",na,,,,,,,,,,,,,,
1941,hogan,1,"[('sara hogan', 90), ('larry hogan', 90), ('warren hogan', 90), ('han', 75), ('morgan harper', 72), ('hahn', 67), ('hopland', 67), ('yu hongyan', 67), ('bala hota', 60), ('stephen hoge', 60), ('susy hota', 60), ('barbara l horn', 60), ('mrs hopland', 54), ('al holland', 54), ('jennifer horney', 54), ('leong hoe nam', 54), ('stephen m hahn', 54), ('howard weiss', 54), ('hana hayashi', 54), ('rodney howard browne', 54)]",na,,,,,,,,,,,,,,
1947,hoover,1,"[('claire hooker', 75), ('david hooper', 75), ('vicki stover hertzberg', 60), ('david hoyer', 60), ('steny h hoyer', 60), ('hosier lane', 60), ('len horovitz', 60), ('theodora hatziioannou', 60), ('homer venters', 60), ('harry holzer', 60), ('robin howe', 57), ('howie', 55), ('stephen hoge', 50), ('herzik', 50), ('hunter', 50), ('harvey', 50), ('james hodge', 50), ('hugh montgomery', 48), ('harvey karp', 47), ('hayato mori', 47)]",na,,,,,,,,,,,,,,
1948,hopkins,1,"[('clare hopkins', 90), ('john hopkins', 90), ('susan hopkins', 90), ('claire hopkins', 90), ('johns hopkins', 90), ('stephen hoption cann', 64), ('laura huckins', 64), ('kirsten hokeness', 64), ('higgins', 57), ('hopland', 57), ('ho ming sho', 56), ('sunny hostin', 56), ('hastings', 53), ('ho pak leung', 53), ('mrs hopland', 51), ('choi jung hun', 51), ('lee hyukmin', 51), ('hiroshi nishiura', 51), ('mark hepokoski', 51), ('fred hutchinson', 51)]",na,,,,,,,,,,,,,,
1949,hopland,1,"[('mrs hopland', 90), ('kevin hopland', 90), ('arnold hopland', 90), ('jeannie hopland', 90), ('judd hollander', 77), ('david holland', 77), ('al holland', 71), ('alison holman', 69), ('hogan', 67), ('tony holohan', 64), ('larry hogan', 60), ('han', 60), ('warren hogan', 60), ('hopkins', 57), ('hosier lane', 56), ('head', 55), ('hahn', 55), ('howie mandel', 53), ('ho pak leung', 53), ('clare hopkins', 51)]",na,,,,,,,,,,,,,,
1951,hosier lane,2,"[('howie', 72), ('howie mandel', 70), ('lance hill', 64), ('xue lan', 64), ('lanier holt', 61), ('lance dodes', 61), ('langa', 60), ('lin', 60), ('han', 60), ('hoover', 60), ('christopher d landry', 58), ('hollie coates', 58), ('thomas linden', 58), ('christopher leinberger', 58), ('heather blake', 58), ('clifford lane', 58), ('homer venters', 58), ('ian hosegood', 58), ('lance gooden', 58), ('heather haynes smith', 58)]",na,,,,,,,,,,,,,,
1961,howie,1,"[('howie choset', 90), ('howie mandel', 90), ('hosier lane', 72), ('robin howe', 72), ('choi eun hwa', 72), ('hoover', 55), ('clare hopkins', 54), ('jennifer horney', 54), ('leong hoe nam', 54), ('choi jung hun', 54), ('stephen hoption cann', 54), ('muhiuddin haider', 54), ('howard weiss', 54), ('rodney howard browne', 54), ('thomas house', 54), ('howard forman', 54), ('asher hildebrand', 54), ('martin hibberd', 54), ('pan hwai tzong', 54), ('ho ming sho', 54)]",na,,,,,,,,,,,,,,
1974,hunter,1,"[('mary hunter mcdonnell', 90), ('paul hunter', 90), ('w garrett hunt', 72), ('greg hunt', 72), ('kasie hunt', 72), ('jeremy hunt', 72), ('terre haute', 66), ('hun sen', 62), ('katherine henderson', 60), ('robert hendershott', 60), ('steuart henderson britt', 60), ('lindsay perez huber', 60), ('han', 60), ('jeffrey p henderson', 60), ('leonardo huertas', 60), ('james l henderson', 60), ('jeffrey henderson', 60), ('harris faulkner', 60), ('john huber', 60), ('homer venters', 60)]",na,,,,,,,,,,,,,,
2046,jackson,1,"[('matthew jackson', 90), ('jackson browne jackson browne', 90), ('rob jackson', 90), ('ronny l jackson', 90), ('vicki jackson', 90), ('lisa jackson', 90), ('katrina jackson', 90), ('david jackson', 90), ('richard jackson', 90), ('jack stroh', 71), ('jason li', 67), ('william a jacobson', 64), ('jason oliver chang', 64), ('jason kindrachuk', 64), ('c jason wang', 64), ('jack dorsey', 64), ('jason adler', 64), ('jason persoff', 64), ('jason moats', 64), ('jason kindrachuck', 64)]",na,,,,,,,,,,,,,,
2057,jaime diaz,2,"[('james diaz', 90), ('luis diaz izquierdo', 86), ('janet diaz', 80), ('jaime sanchez', 70), ('james todaro', 64), ('james cai', 63), ('benjamin dalziel', 63), ('daniel aobdia', 61), ('james findlay', 61), ('james t goodrich', 60), ('james watt', 60), ('james chin', 60), ('jim', 60), ('james gill', 60), ('james kahn', 60), ('james wood', 60), ('javier del aguila', 59), ('daniel diekema', 58), ('james goodrich', 58), ('rodriguez diaz', 58)]",na,,,,,,,,,,,,,,
2079,james cook,2,"[('james gasperino', 86), ('james t goodrich', 86), ('maynard james keenan', 86), ('james l henderson', 86), ('james a mckinnell', 86), ('james wood', 80), ('jay cook', 78), ('james black', 76), ('james moore', 76), ('james stock', 76), ('james cai', 74), ('joan cook', 74), ('james leo', 74), ('james todaro', 73), ('james mcavoy', 73), ('james o loan', 73), ('james town', 70), ('james kahn', 70), ('james robb', 70), ('james chin', 70)]",na,,,,,,,,,,,,,,"A hospital name,. https://www.southtees.nhs.uk/hospitals/james-cook/"
2099,james moore,2,"[('christopher oldstone moore', 86), ('maynard james keenan', 86), ('james l henderson', 86), ('james a mckinnell', 86), ('james porter', 78), ('james wood', 76), ('kate moore', 76), ('james cook', 76), ('charles moore', 75), ('james reade', 73), ('james hodge', 73), ('james goodrich', 72), ('james pruden', 70), ('james todaro', 70), ('james mcavoy', 70), ('james turner', 70), ('james leo', 70), ('james o loan', 70), ('james cai', 67), ('james t goodrich', 67)]",na,,,,,,,,,,,,,,
2144,janet ward,2,"[('alex ward', 74), ('james hayward', 70), ('janet diaz', 70), ('jane webber', 67), ('janet woodcock', 67), ('janet bednarek', 67), ('jane waldfogel', 67), ('john howard', 67), ('janet baseman', 64), ('dan wakeford', 64), ('janet englund', 64), ('anne walters', 64), ('janet phillips', 64), ('john wald', 63), ('jeanne marrazzo', 63), ('elizabeth warren', 63), ('john bel edwards', 62), ('mark jarrett', 61), ('jared baeten', 61), ('jason reed', 60)]",na,,,,,,,,,,,,,,
2159,jason adler,2,"[('jason kindrachuck', 86), ('jason oliver chang', 86), ('james hadler', 78), ('josh adler', 76), ('jason stanley', 75), ('jason li', 74), ('john palmer', 73), ('amler', 72), ('james lawler', 70), ('jason leitch', 70), ('jason m opal', 70), ('anderson', 70), ('john bradley', 70), ('alec watson', 69), ('jason persoff', 67), ('jason reed', 67), ('john dwyer', 67), ('jon zelner', 67), ('anas nader', 67), ('jacinda ardern', 64)]",na,,,,,,,,,,,,,,
2188,jayant singh,2,"[('singh', 90), ('adarsh pratap singh', 86), ('jag singh', 76), ('yan jirong', 64), ('nayan shah', 64), ('harmandeep singh', 64), ('yang seung ham', 62), ('sonia singh', 61), ('benjamin singer', 59), ('sunit singla', 58), ('rajita sinha', 58), ('jonathan epstein', 57), ('jayashankar swaminathan', 57), ('jean chin', 57), ('kathryn smerling', 57), ('jiang su', 56), ('mervyn singer', 56), ('jiang xueqing', 56), ('janet baseman', 56), ('janet englund', 56)]",na,,,,,,,,,,,,,,
2350,jiang su,2,"[('jiang xueqing', 86), ('gu su', 86), ('sheng jifang', 75), ('wei jiang', 73), ('zhan jiang', 73), ('julian ku', 71), ('brian schutte', 68), ('chuang shuk kwan', 68), ('hwang seung sik', 68), ('yang seung ham', 68), ('sunit singla', 64), ('siu ping lam', 64), ('weiqing sun', 63), ('jinzi wu', 62), ('dan suan', 62), ('jinfeng zhou', 60), ('jim', 60), ('julian druce', 60), ('jim angel', 59), ('ian jones', 59)]",na,,,,,,,,,,,,,,
2354,jih fei cheng,3,"[('jih feh cheng', 92), ('kk cheng', 86), ('alexander huang chieh cheng', 86), ('xi chen', 77), ('cohen', 72), ('jie feng', 67), ('joe chang', 64), ('jim chung', 64), ('mi feng', 64), ('eli fenichel', 64), ('julie fischer', 62), ('chiu cheng hsun', 61), ('felicia cohn', 61), ('jean cohen', 61), ('chris chen', 61), ('chen xi', 61), ('chong ja ian', 61), ('ai fen', 60), ('jim', 60), ('allen cheng', 59)]",na,,,,,,,,,,,,,,
2359,jim,1,"[('jim blacka', 90), ('alfonso jimenez', 90), ('jim acosta', 90), ('jim sciutto', 90), ('jim luke', 90), ('jim malatras', 90), ('jim thomas', 90), ('jim chung', 90), ('jose jimenez', 90), ('jim down', 90), ('xavier jimenez fabregas', 90), ('jim webb', 90), ('jim angel', 90), ('jim cramer', 90), ('jim waldo', 90), ('jim dunn', 90), ('jim wright', 90), ('henry ji', 72), ('william a jacobson', 60), ('john williams', 60)]",na,,,,,,,,,,,,,,
2384,jo webber,2,"[('webb', 90), ('jane webber', 80), ('bethan webber', 76), ('jim webb', 71), ('john dwyer', 63), ('jon zelner', 63), ('joe lowery', 63), ('jon peters', 63), ('john huber', 63), ('weber shandwick', 61), ('joel rosenberg', 61), ('josh lerner', 60), ('rebecca webster', 60), ('john binder', 60), ('jon zibbell', 60), ('leroy westerling', 60), ('david weber', 60), ('john swartzberg', 58), ('scott weaver', 57), ('andrew weber', 57)]",na,,,,,,,,,,,,,,
2424,john,1,"[('john tory', 90), ('john mackenzie', 90), ('john williams', 90), ('john steinbrecher', 90), ('john ratcliffe', 90), ('john ashton', 90), ('john brooks', 90), ('john dwyer', 90), ('john ioannidis', 90), ('john mixon', 90), ('sarah johnson', 90), ('john clifford', 90), ('john mathews', 90), ('john fritze birx', 90), ('john mccrank', 90), ('tommy john', 90), ('john reed', 90), ('john oxford', 90), ('john nkengasong', 90), ('t jacob john', 90)]",na,,,,,,,,,,,,,,
2425,john a hannah,3,"[('han', 90), ('john', 90), ('sharon a mcgrath morrow', 86), ('john mooregetty images', 86), ('john yoo', 86), ('john john impellizzeri', 86), ('john wan', 86), ('john hansman', 72), ('hannah fry', 71), ('john callahan', 69), ('hahn', 68), ('john ashton', 67), ('hina shah', 64), ('hana hayashi', 64), ('john hussman', 64), ('hannah janeway', 64), ('jonathan read', 62), ('jonathan rynhold', 62), ('jonathan karl', 62), ('jonathan abraham', 62)]",na,,This is possibly name of a named chair,,,,,,,,,,,,
2446,john crane,2,"[('john', 90), ('john nkengasong', 86), ('john harry smith', 86), ('pope john xxiii', 86), ('john glendinning', 86), ('john swartzberg', 86), ('john mooregetty images', 86), ('john brownstein', 86), ('john fritze birx', 86), ('john bel edwards', 86), ('john steinbrecher', 86), ('john allen paulos', 86), ('john john impellizzeri', 86), ('john sprankling', 86), ('john hellerstedt', 86), ('john mccrank', 82), ('john wan', 78), ('john braden', 76), ('john graves', 76), ('john curtin', 76)]",na,,,,,,,,,,,,,,
2466,john hopkins,2,"[('johns hopkins', 96), ('hopkins', 90), ('john', 90), ('john mooregetty images', 86), ('john john impellizzeri', 86), ('john yoo', 86), ('john wan', 86), ('susan hopkins', 72), ('john hospital', 72), ('clare hopkins', 70), ('john ashton', 70), ('john brooks', 70), ('claire hopkins', 70), ('john puskas', 70), ('john hick', 67), ('josh king', 67), ('john sprankling', 67), ('john hansman', 67), ('jon chol jin', 67), ('john p kress', 67)]",na,,,,,,,,,,,,,,
2467,john hospital,2,"[('john', 90), ('john mooregetty images', 86), ('john john impellizzeri', 86), ('john yoo', 86), ('john wan', 86), ('john hopkins', 72), ('johns hopkins', 69), ('john palmer', 67), ('john taylor', 67), ('john howard', 67), ('john hick', 64), ('john wald', 64), ('john o neill', 64), ('john hussman', 64), ('jason m opal', 64), ('john sprankling', 64), ('john dougill', 64), ('john hansman', 64), ('johnson', 64), ('john nicholls', 62)]",na,,,,,,,,,,,,,,
