orig_index,raw_name,num_words
1286,deepak chopra,2
1287,deirdre shesgreen birx,3
1288,del rio,2
1289,delaney ruston,2
1290,delia grace,2
1291,dena chretien,2
1292,dena goffman,2
1293,dena grayson,2
1294,denis chopera,2
1295,denis hamilton,2
1296,denis mcfadden,2
1297,denis nash,2
1298,denis protsenko,2
1299,denise jamieson,2
1300,denise thames,2
1301,dennis deeley,2
1302,dennis mileti,2
1303,depp,1
1304,derek gatherer,2
1305,derek hill,2
1306,derek horstmeyer,2
1307,devi nampiaparampil,2
1308,devi sridhar,2
1309,devon,1
1310,devrim yaman,2
1311,diana adama,2
1312,diana brainard,2
1313,diana taylor,2
1314,diane francis,2
1315,diane griffin,2
1316,diaz balart,2
1317,dick cheney,2
1318,diddiet houssin,2
1319,didier houssin,2
1320,didier raoult,2
1321,dieter helm,2
1322,dilip jeste,2
1323,dimitris xygalatas,2
1324,dipanjan roy,2
1325,dirk brockmann,2
1326,dirk pfeiffer,2
1327,dmitry belyakov,2
1328,dmitry korkin,2
1329,do jun lee,3
1330,dolly parton,2
1331,dominic dwyer,2
1332,dominic raab,2
1333,dominic travis,2
1334,dominique heinke,2
1335,dominique mosbergen,2
1336,dominique thompson,2
1337,don,1
1338,don dizon,2
1339,don jr,2
1340,don kettl,2
1341,don lemon,2
1342,don milton,2
1343,don moynihan,2
1344,don williamson,2
1345,donald allegra,2
1346,donald bolduc,2
1347,donald j trump,3
1348,donald marks,2
1349,donald milton,2
1350,donald schaffner,2
1351,donald tashkin,2
1352,donald trump,2
1353,donald trump trump,3
1354,dong guoju,2
1355,dongcheng wu,2
1356,donna e shalala,3
1357,donna green,2
1358,donna hoffman,2
1359,donnell,1
1360,donovan mitchell,2
1361,doo ryeon chung,3
1362,doom,1
1363,dorian alexander,2
1364,doris day,2
1365,doron katz,2
1366,doug collins,2
1367,doug ducey,2
1368,doug noonan,2
1369,douglas brinkley,2
1370,douglas drevets,2
1371,douglas senderoff,2
1372,douglas white,2
1373,douglas woods,2
1374,downey,1
1375,drew,1
1376,drew ferguson,2
1377,drew hammill,2
1378,drew harris,2
1379,drew pinsky,2
1380,duncan dickson,2
1381,duncan watts,2
1382,duncan young,2
1383,dunya poltorak,2
1384,dylan bugden,2
1385,dylan morris,2
1386,dylan scott,2
1387,e wesley ely,3
1388,easter swander,2
1389,ebenezer tumban,2
1390,ebony hilton,2
1391,ebony hilton buchholz,3
1392,ed bastian,2
1393,ed bottei,2
1394,eddie debartolo jr,3
1395,eddy fan,2
1396,edith bracho sanchez,3
1397,edo paz,2
1398,edouard philippe,2
1399,edsel salvana,2
1400,edward,1
1401,edward chew,2
1402,edward damrose,2
1403,edward dubovi,2
1404,edward foley,2
1405,edward j markey,3
1406,edward j smith,3
1407,edward jasper,2
1408,edward jenner,2
1409,edward moreno,2
1410,edward morris,2
1411,edward r utley,3
1412,edward richards,2
1413,edward schneider,2
1414,edwin salvador,2
1415,edzard ernst,2
1416,efstathios giotis,2
1417,eike steinmann,2
1418,eileen crimmins,2
1419,eitan hersh,2
1420,el cid,2
1421,el hawrani,2
1422,el khidir,2
1423,el tayar,2
1424,elaine chao,2
1425,elaine eshbaugh,2
1426,elaine ganley,2
1427,elaine kinsella,2
1428,elaine larson,2
1429,elaine shuo feng,3
1430,elanah uretsky,2
1431,eleanor riley,2
1432,eleanor roosevelt,2
1433,eli fenichel,2
1434,eli perencevich,2
1435,elisabetta gropelli,2
1436,elise pletnikoff,2
1437,elissa epel,2
1438,elissa fory,2
1439,elissa perkins,2
1440,elitza theel,2
1441,eliza barclay,2
1442,elizabeth bihn,2
1443,elizabeth douglass,2
1444,elizabeth eckstrom,2
1445,elizabeth harrington,2
1446,elizabeth joh,2
1447,elizabeth mitchell,2
1448,elizabeth phelps,2
1449,elizabeth ransom,2
1450,elizabeth scott,2
1451,elizabeth talbot,2
1452,elizabeth wang,2
1453,elizabeth warren,2
1454,ellen f foxman,3
1455,ellen foxman,2
1456,ellen kossek,2
1457,ellie cannon,2
1458,ellie cannon cannon,3
1459,elliot berkman,2
1460,elliott tenpenny,2
1461,ellis cheever,2
1462,elma ledoux,2
1463,elon musk,2
1464,emad eskandar,2
1465,emanuel,1
1466,emanuele cremaschi,2
1467,emil verner,2
1468,emily benfer,2
1469,emily erbelding,2
1470,emily farris,2
1471,emily landon,2
1472,emily nichols,2
1473,emma brown,2
1474,emma frances bloomfield,3
1475,emma frans,2
1476,emma hayhurst,2
1477,emma teng,2
1478,emmanuel andre,2
1479,emmanuel macron,2
1480,emilio ribas,2
1481,enrico bucci,2
1482,enrico giovannini,2
1483,eric anderson,2
1484,eric baradat,2
1485,eric blank,2
1486,eric cioe pena,3
1488,eric d ortenzio,3
1489,eric feigl ding,3
1490,eric garcetti,2
1491,eric golnick,2
1492,eric holbrook,2
1493,eric horvitz,2
1494,eric j rubin,3
1495,eric kasowski,2
1496,eric mcdonald,2
1497,eric rosengren,2
1498,eric rubin,2
1499,eric salazar,2
1500,eric schuman,2
1501,eric talley,2
1502,eric toner,2
1503,eric topol,2
1504,eric trump,2
1505,eric wei,2
1506,eric wilke,2
1507,erica groshen,2
1508,erica hartmann,2
1509,erica mighetto,2
1510,erica pan,2
1511,erica s shenoy,3
1512,erich voigt,2
1513,erick eiting,2
1514,erik gordon,2
1515,erik scherder,2
1516,erik wilke,2
1517,erika lee,2
1518,erin burnett,2
1519,erin fox,2
1520,erin gustafson,2
1521,erin hatton,2
1522,erin m sorrell,3
1523,erin mccarthy,2
1524,erin staples,2
1526,ernie e boyd,3
1527,ernie guzman,2
1528,esperanza cabral,2
1529,este geraghty,2
1530,esther chernak,2
1531,esther choo,2
1532,esther saggurthi,2
1533,eswar prasad,2
1534,ethan weiss,2
1535,ettore palazzo,2
1536,euan tovey,2
1537,eudene harry,2
1538,eugene cordero,2
1539,eugene gu,2
1540,eugene kontorovich,2
1541,eugene o donnell,3
1542,eugene tan,2
1543,eugene volokh,2
1544,eva larue,2
1545,eva selhub,2
1546,evan bloch,2
1547,evan rieder,2
1548,evan vucciap,2
1549,everett,1
1550,everlywell,1
1551,exekiel emanuel,2
1552,eyal zimlichman,2
1553,ezekiel emanuel,2
1554,ezra klein,2
1555,f brobson lutz jr,4
1556,fabio wajngarten,2
1557,fabrizio pregliasco,2
1558,faezah a bux,3
1559,fahrettin koca,2
1560,fang li,2
1561,farda,1
1562,farhan bhatti,2
1563,farouk dey,2
1564,farzad mostashari,2
1565,fatima,1
1566,fauci bobblehead,2
1567,fauci trump,2
1568,fausto baldanti,2
1569,faustus,1
1570,fawziya abikar,2
1571,faye kirkland,2
1572,feigl ding,2
1573,felicia cohn,2
1574,felicia lewis,2
1575,felicia wu,2
1576,felipe baesler,2
1577,fengyong liu,2
1578,ferguson,1
1579,fermin leguen,2
1580,fernando rodriguez artalejo,3
1581,fernando simon,2
1582,fife,1
1583,filippo anelli,2
1584,finola oneill,2
1585,fiona bloomer,2
1586,fiona godlee,2
1587,fisher,1
1588,florence ader,2
1589,florian krammer,2
1590,folasade may,2
1591,fox,1
1592,fox chase,2
1593,fran mihaljevic,2
1594,fran phillips,2
1595,fran unsworth,2
1596,francesca dominici,2
1597,francesca torriani,2
1598,francesco dentali,2
1599,francesco giavazzi,2
1600,francesco le foche,3
1601,francesco mojoli,2
1602,francine blau,2
1603,francis balloux,2
1604,francis crick institute,3
1605,francis riedo,2
1606,francis ware,2
1607,francisco duque iii,3
1608,francisco garcia,2
1609,francisco moreno,2
1610,franck riester,2
1611,franco locatelli,2
1612,francois balloux,2
1613,francois salachas,2
1614,frank atherton,2
1615,frank esper,2
1616,frank farley,2
1617,frank gabrin,2
1618,frank gilliland,2
1619,frank h wu,3
1620,frank lampard,2
1621,frank mora,2
1622,frank ong,2
1623,frank riedo,2
1624,frank snowden,2
1625,frank ulrich montgomery,3
1626,frank wang,2
1627,franklin d roosevelt,3
1628,franklin foer,2
1629,fred armisen,2
1630,fred buckner,2
1631,fred hutchinson,2
1632,fred mills,2
1633,fred muench,2
1634,freddy sitas,2
1635,frederick southwick,2
1636,fredric rabinowitz,2
1637,freeborn,1
1638,frieden,1
1639,fritz francois,2
1640,fryzlewicz,1
1641,fu meng khaw,3
1642,fuad nahdi,2
1643,g wayne miller,3
1644,gabor kelen,2
1645,gabriel,1
1646,gabriel cade,2
1647,gabriel kahn,2
1648,gabriel leung,2
1649,gabriel rauterberg,2
1650,gabriel said reynolds,3
1651,gabriel zucman,2
1652,gabriela andujar vazquez,3
1653,gabriele di luozzo,3
1654,gabriele tomasoni,2
1655,gabriella borter,2
1656,gabrielle farrell,2
1657,gabrin,1
1658,gaetan burgio,2
1659,gagandeep kang,2
1660,gai peleg,2
1661,gail golab,2
1662,gail newel,2
1663,gail saltz,2
1664,gail simmons,2
1665,gal peleg,2
1666,ganesh suntharalingam,2
1667,gang wang,2
1668,gao fu,2
1669,garret fitzgerald,2
1670,garth reynolds,2
1671,gary bergman,2
1672,gary bettman,2
1673,gary cohan,2
1674,gary foster,2
1675,gary kennedy,2
1676,gary leroy,2
1677,gary price,2
1678,gary procop,2
1679,gary ross,2
1680,gary shilling,2
1681,gary simon,2
1682,gary tearney,2
1683,gary wagner,2
1684,gary wheeler,2
1685,gary whittaker,2
1686,gauden galea,2
1687,gavin boyle,2
1688,gavin newsom,2
1689,gayil talshir,2
1690,geert de clercq,4
1691,gemma chan,2
1692,gen paul friedrichs,3
1693,gena greher,2
1694,genaro molina,2
1695,gene hartigan,2
1696,gene ransom,2
1697,geng shuang,2
1698,geoff baird,2
1699,geoffrey annison,2
1700,geoffrey dreher,2
1701,geoffrey leung,2
1702,geoffrey s gottlieb,3
1703,george anesi,2
1704,george belch,2
1705,george bonanno,2
1706,george calhoun,2
1707,george conway,2
1708,george d yancopoulos,3
1709,george diaz,2
1710,george e pataki,3
1711,george findlay,2
1712,george findley,2
1713,george garcia,2
1714,george hw,2
1715,george loewenstein,2
1716,george mason,2
1717,george pink,2
1718,george priestley,2
1719,george rutherford,2
1720,george stephanopoulos,2
1721,george tita,2
1722,george w bush,3
1723,george washington,2
1724,george weinhouse,2
1725,george yancopoulos,2
1726,george zgourides,2
1727,georges benjamin,2
1728,georges c benjamin,3
1729,georgetown law,2
1730,georgie silvarole,2
1731,georgine nanos,2
1732,gerald keusch,2
1733,geraldine dawson,2
1734,gerard anderson,2
1735,gerard krause,2
1736,gerardo chowell,2
1737,gergely roth,2
1738,german peces barba,3
1739,gerry connolly,2
1740,ghazala sharieff,2
1741,ghebreyesus,1
1742,giacomo grasselli,2
1743,gianna bern,2
1744,gianni bonelli,2
1745,gianpiero petriglieri,2
1746,gianrico farrugia,2
1747,gibson,1
1748,gilbert gee,2
1749,gili regev yochay,3
1750,gilles verniers,2
1751,gillian schmitz,2
1752,ginni mansberg,2
1753,giorgio palu,2
1754,giovanni,1
1755,giovanni orsina,2
1756,giovanni rezza,2
1757,giri shankar,2
1758,giridhar babu,2
1759,giridhara r babu,3
1760,girish nadkarni,2
1761,giuliani,1
1762,giuseppe conte,2
1763,gladys berejiklian,2
1764,glen iris,2
1765,glen mays,2
1766,glen meyerowitz,2
1767,glen stubbestar tribune,3
1768,glenn rice mcdonald,3
1769,glenn zaccara,2
1770,gloria addo ayensa,3
1771,gloria aguilera,2
1772,gloria balboa,2
1773,goldfein,1
1774,goldsmith,1
1775,good,1
1776,goodrich,1
1777,gordon asmundson,2
1778,gordon chang,2
1779,gordon h chang,3
1780,gordon liu,2
1781,gordon mccord,2
1782,gordon wishart,2
1783,gordon wong,2
1784,gordon,1
1785,gov cuomo,2
1786,govind persad,2
1787,grace cary,2
1788,grace fusco,2
1789,graham,1
1790,grant colfax,2
1791,grant tarling,2
1792,gray,1
1793,grazie pozo christie,3
1794,greer millard,2
1795,greg abbott,2
1796,greg brew,2
1797,greg brown,2
1798,greg hunt,2
1799,greg martin,2
1800,greg millett,2
1801,greg mortimer,2
1802,greg peters,2
1803,greg poland,2
1804,greg rigano,2
1805,greg roth,2
1806,greg walden,2
1807,gregg gonsalves,2
1808,gregor smith,2
1809,gregory byrd,2
1810,gregory c gray,3
1811,gregory glenn,2
1812,gregory gray,2
1813,gregory poland,2
1814,gregory rigano,2
1815,gretchen whitmer,2
1816,grete porteous,2
1817,grover gilmore,2
1818,gu su,2
1819,guan,1
1820,guan yi,2
1821,guancha,1
1822,guenter risse,2
1823,gufran beig,2
1824,guido giustetto,2
1825,guillermo tearney,2
1826,gul zaidi,2
1827,gupta,1
1828,guy faulconbridge,2
1829,guy mchendry,2
1830,gokce soydemir,2
1831,h cody meissner,3
1832,h keipp b talbot,4
1833,habib zaidi,2
1834,hackathon,1
1835,hackney,1
1836,hadi susanto,2
1837,hadley king,2
1838,hagai levine,2
1839,hahn,1
1840,hai shao,2
1841,haig aintablian,2
1842,hajira dambha miller,3
1843,hajo zeeb,2
1844,hal f yee,3
1845,hal scott,2
1846,hal stern,2
1847,hala sabry,2
1848,halik malik,2
1849,halo,1
1850,hamel husain,2
1851,han,1
1852,hana hayashi,2
1853,hannah bloch wehba,3
1854,hannah fry,2
1855,hannah janeway,2
1856,hans jorn kolmos,3
1857,hans kluge,2
1858,hansa bhargava,2
1859,hansel tookes,2
1860,harald w griesshammer,3
1861,harding,1
1862,harlan krumholz,2
1863,harley rouda,2
1864,harmandeep singh,2
1865,harris,1
1866,harris ali,2
1867,harris faulker,2
1868,harris faulkner,2
1869,harris stratnyer,2
1870,harry,1
1871,harry fay,2
1872,harry holzer,2
1873,harry nespolon,2
1874,harry potter,2
1875,harry winer,2
1876,harsh vardhan,2
1877,harvey,1
1878,harvey fineberg,2
1879,harvey karp,2
1880,harvey schiller,2
1881,harvey weinstein,2
1882,hassan rouhani,2
1883,hastings,1
1884,hayato mori,2
1885,head,1
1886,heard garris,2
1887,heather blake,2
1888,heather d rogers,3
1889,heather haynes smith,3
1890,heba mostafa,2
1891,hector carrillo,2
1892,hector gonzalez,2
1893,hedwig lee,2
1894,hedy bauman,2
1895,heiko maas,2
1896,helen aguirre ferre,3
1897,helen chu,2
1898,helen whately,2
1899,helena maier,2
1900,helene langevin,2
1901,helgi johannsson,2
1902,hendrik streeck,2
1903,henk bekedam,2
1904,henning ansorg,2
1905,henry albrecht,2
1906,henry farrell,2
1907,henry ford,2
1908,henry i miller,3
1909,henry jenkins,2
1910,henry ji,2
1911,henry mcmaster,2
1912,henry miller,2
1913,henry mwebesa,2
1914,henry navarro delgado,3
1915,henry walke,2
1916,henry wu,2
1917,herb asher,2
1918,herb kuhn,2
1919,herbert tico braun,3
1920,herzik,1
1921,hideomi nakahara,2
1922,higgins,1
1923,hilary jones,2
1924,hilary lin,2
1925,hilary marston,2
1926,hilary rosen,2
1927,hilde vichten,2
1928,hilde vochten,2
1929,hillary clinton,2
1930,hina shah,2
1931,hiroshi nishiura,2
1932,hiroshi oshitani,2
1933,hiroshige seko,2
1934,hisakazu kato,2
1935,hishal el khidir,3
1936,hitoshi oshitani,2
1937,ho fung hung,3
1938,ho ming sho,3
1939,ho pak leung,3
1940,hobart kirsty short,3
1941,hogan,1
1942,hollie coates,2
1943,holly ellyatt,2
1944,holly middlekauff,2
1945,homayoon farzadegan,2
1946,homer venters,2
1947,hoover,1
1948,hopkins,1
1949,hopland,1
1950,horacio arruda,2
1951,hosier lane,2
1952,hossein hassanian,2
1953,howard cohen,2
1954,howard forman,2
1955,howard gillman,2
1956,howard markel,2
1957,howard njoo,2
1958,howard weiss,2
1959,howard yu,2
1960,howard zucker,2
1961,howie,1
1962,howie choset,2
1963,howie mandel,2
1964,hsu li yang,3
1965,hu xijin,2
1966,huaiyu tian,2
1967,huang jinhai,2
1968,huang ping,2
1969,hudak,1
1970,hugh cassiere,2
1971,hugh montgomery,2
1972,humayun chaudhry,2
1973,hun sen,2
1974,hunter,1
1975,hwang seung sik,3
1976,hye ok chung,3
1977,hyo jick choi,3
1978,i min lee,3
1979,i nelson rose,3
1980,iahn gonsenhauser,2
1981,iain begg,2
1982,iain livingston,2
1983,iain livingstone,2
1984,ian comfort,2
1985,ian gilbert,2
1986,ian hall,2
1987,ian hanchett,2
1988,ian hosegood,2
1989,ian jones,2
1990,ian lipkin,2
1991,ian mackay,2
1992,ian tong,2
1993,ian voglerpool,2
1994,ian williams,2
1995,ian wilson,2
1996,ignaz semmelweis,2
1997,ikuo tsunoda,2
1998,ilaria capua,2
1999,ilhan omar,2
2000,ilhem messaoudi,2
2001,imani del valle,3
2002,imbert,1
2003,imran khan,2
2004,indira gurubhagavatula,2
2005,indranil khan,2
2006,ingrid katz,2
2007,ingrid skop,2
2008,ira byock,2
2009,ira longini,2
2010,iraj harirchi,2
2011,irani thevarajan,2
2012,ireland tate,2
2013,irina sannikova,2
2014,irwin redlener,2
2015,isaac bogoch,2
2016,isaac chotiner,2
2017,isaac larian,2
2018,isaac ngere,2
2019,isaac weisfuse,2
2020,isabella velicogna,2
2021,isabelle amigues,2
2022,itamar grotto,2
2023,itay goldstein,2
2024,ivan cavicchi,2
2025,ivan hung,2
2026,ivan konovalov,2
2027,ivan martinez,2
2028,ivanka trump,2
2029,j joseph kim,3
2030,j nadine gracia,3
2031,j scott weese,3
2032,j stephen jones,3
2033,j stephen morrison,3
2034,j wesley boyd,3
2035,jaboowins,1
2036,jacinda ardern,2
2037,jack caravanos,2
2038,jack dorsey,2
2039,jack jeng,2
2040,jack keane,2
2041,jack needleman,2
2042,jack pitney,2
2043,jack raglin,2
2044,jack rowe,2
2045,jack stroh,2
2046,jackson,1
2047,jackson browne jackson browne,4
2048,jacob appel,2
2049,jacob quinton,2
2050,jacqueline kruser,2
2051,jacqueline vernarelli,2
2052,jacqui norris,2
2053,jae jung,2
2054,jag singh,2
2055,jagdish khubchandani,2
2056,jahan fahimi,2
2057,jaime diaz,2
2058,jaime sanchez,2
2059,jaimie meyer,2
2060,jair bolsonaro,2
2061,jake deutsch,2
2062,jake dunning,2
2063,jake redden,2
2064,jake tapper,2
2065,jakub tolar,2
2066,jalal baig,2
2067,jameis winston,2
2068,james a mckinnell,3
2069,james alan fox,3
2070,james angel,2
2071,james beverley,2
2072,james black,2
2073,james cai,2
2074,james campbell,2
2075,james chalmers,2
2076,james cherry,2
2077,james chin,2
2078,james coleman,2
2079,james cook,2
2080,james diaz,2
2081,james findlay,2
2082,james gasperino,2
2083,james gill,2
2084,james goodrich,2
2085,james grayson,2
2086,james hadler,2
2087,james hayward,2
2088,james hildreth,2
2089,james hodge,2
2090,james kahn,2
2091,james keany,2
2092,james l henderson,3
2093,james lawler,2
2094,james leduc,2
2095,james leo,2
2096,james logan,2
2097,james m hughes,3
2098,james mcavoy,2
2099,james moore,2
2100,james o loan,3
2101,james phillips,2
2102,james porter,2
2103,james pruden,2
2104,james reade,2
2105,james robb,2
2106,james stock,2
2107,james stockard,2
2108,james stoller,2
2109,james t goodrich,3
2110,james todaro,2
2111,james town,2
2112,james turner,2
2113,james wantuck,2
2114,james watt,2
2115,james wood,2
2116,jamey keaten,2
2117,jamie e baker,3
2118,jamie lloyd smith,3
2119,jamie yutzie,2
2120,jamila michener,2
2121,jamye coffman,2
2122,jan emmanuel de neve,4
2123,jan pieter krahnen,3
2124,jan rivkin,2
2125,jana bowden,2
2126,jana broadhurst,2
2127,janaki amin,2
2128,jane clougherty,2
2129,jane duckett,2
2130,jane greer,2
2131,jane orient,2
2132,jane povey,2
2133,jane rooney,2
2134,jane ruth aceng,3
2135,jane tyson,2
2136,jane waldfogel,2
2137,jane webber,2
2138,janelle scott,2
2139,janet baseman,2
2140,janet bednarek,2
2141,janet diaz,2
2142,janet englund,2
2143,janet phillips,2
2144,janet ward,2
2145,janet woodcock,2
2146,janette nesheiwat,2
2147,janice manjuck,2
2148,janine ramsey,2
2149,janitha gowribalan,2
2150,jaouad mahjour,2
2151,jared a ellias,3
2152,jared baeten,2
2153,jared burks,2
2154,jared evans,2
2155,jared kushner,2
2156,jarno habicht,2
2157,jarred evans,2
2158,jarrid whitney,2
2159,jason adler,2
2160,jason bordoff,2
2161,jason furman,2
2162,jason kindrachuck,2
2163,jason kindrachuk,2
2164,jason leitch,2
2165,jason li,2
2166,jason m opal,3
2167,jason mclellan,2
2168,jason moats,2
2169,jason oliver chang,3
2170,jason persoff,2
2171,jason reed,2
2172,jason schwartz,2
2173,jason stanley,2
2174,javad amini saman,3
2175,javier del aguila,3
2176,jawad al bidhani,3
2177,jay bhattacharya,2
2178,jay butler,2
2179,jay c butler,3
2180,jay cook,2
2181,jay gordon,2
2182,jay inslee,2
2183,jay maddock,2
2184,jay powell,2
2185,jay ritter,2
2186,jay timmons,2
2187,jay varkey,2
2188,jayant singh,2
2189,jayaprakash muliyil,2
2190,jayashankar swaminathan,2
2191,jayme coffman,2
2192,jayme deerwester cdc,3
2193,jayson lusk,2
2194,jazmin vargas,2
2195,jazmyn bradford,2
2196,jb pritzker,2
2197,jean chin,2
2198,jean christophe lagier,3
2199,jean cohen,2
2200,jean francois delfraissy,3
2202,jean paul mira,3
2203,jean paul rodrigue,3
2204,jean twenge,2
2205,jeanette nesheiwat,2
2206,jeanette young,2
2207,jeanine pirro,2
2208,jeanne marrazzo,2
2209,jeanne noble,2
2210,jeanne sheffield,2
2211,jeannette young,2
2212,jeannie hopland,2
2213,jeff bezos,2
2214,jeff colyer,2
2215,jeff coyler,2
2216,jeff duchin,2
2217,jeff elder,2
2218,jeff goad,2
2219,jeff hersh,2
2220,jeff kingston,2
2221,jeff kosseff,2
2222,jeff kwong,2
2223,jeff landry,2
2224,jeff levin scherz,3
2225,jeff nelken,2
2226,jeff pash,2
2227,jeff reading,2
2228,jeff sherman,2
2229,jeff watson,2
2230,jeffery hess,2
2231,jeffery taubenberger,2
2232,jeffress,1
2233,jeffrey bergstrand,2
2234,jeffrey d klausner,3
2235,jeffrey ditkoff,2
2236,jeffrey duchin,2
2237,jeffrey edleson,2
2238,jeffrey engel,2
2239,jeffrey fagan,2
2240,jeffrey flier,2
2241,jeffrey frankel,2
2242,jeffrey gold,2
2243,jeffrey henderson,2
2244,jeffrey hyman,2
2245,jeffrey kahn,2
2246,jeffrey levi,2
2247,jeffrey liker,2
2248,jeffrey martin,2
2249,jeffrey mccall,2
2250,jeffrey p henderson,3
2251,jeffrey pfeffer,2
2252,jeffrey sachs,2
2253,jeffrey samet,2
2254,jeffrey shaman,2
2255,jeffrey shulman,2
2256,jeffrey smith,2
2257,jeffrey sonnenfeld,2
2258,jeffrey toobin,2
2259,jeffrey townsend,2
2260,jeffrey v smith,3
2261,jeffrey woods,2
2262,jen bacani mckenney,3
2263,jen naparstek klein,3
2264,jena lee,2
2265,jennie wilson,2
2266,jennifer ashton,2
2267,jennifer avegno,2
2268,jennifer cassidy,2
2269,jennifer clyburn reed,3
2270,jennifer coates,2
2271,jennifer cole,2
2272,jennifer dowd,2
2273,jennifer dragonette,2
2274,jennifer fisher,2
2275,jennifer hanrahan,2
2276,jennifer hanscom,2
2277,jennifer haythe,2
2278,jennifer horney,2
2279,jennifer layden,2
2280,jennifer lighter,2
2281,jennifer lo,2
2282,jennifer m chacon,3
2283,jennifer mammen,2
2284,jennifer mccoy,2
2285,jennifer mcquiston,2
2286,jennifer nuzzo,2
2287,jennifer prah ruger,3
2288,jennifer radin,2
2289,jennifer reid,2
2290,jennifer rohn,2
2291,jennifer scarlett,2
2292,jennifer smith,2
2293,jennifer sullivan,2
2294,jennifer toller erausquin,3
2295,jennifer tong,2
2296,jennifer vines,2
2298,jennifer wegmann,2
2299,jenny abthorpe,2
2300,jenny atas,2
2301,jenny davidson,2
2302,jenny harrell,2
2303,jenny harries,2
2304,jenny mikakos,2
2305,jenny radesky,2
2306,jeong ok hyun,3
2307,jerald combs,2
2308,jeremy adler,2
2309,jeremy alder,2
2310,jeremy beitler,2
2311,jeremy blackburn,2
2312,jeremy brown,2
2313,jeremy diamond,2
2314,jeremy farrar,2
2315,jeremy faust,2
2316,jeremy hunt,2
2317,jeremy kress,2
2318,jeremy levin,2
2319,jeremy m kahn,3
2320,jeremy mcanulty,2
2321,jeremy samuel faust,3
2322,jeremy schefers,2
2323,jeremy siegel,2
2324,jerne shapiro,2
2325,jerome adams,2
2326,jerome favre,2
2327,jerome leis,2
2328,jerome m adams,3
2329,jerome powell,2
2330,jerry brown,2
2331,jerry falwell jr,3
2332,jerry klein,2
2333,jerry m zuckerman,3
2334,jerry moran,2
2335,jesi kim,2
2336,jesse greenberg,2
2337,jesse l goodman,3
2338,jesse rothstein,2
2339,jessica berg,2
2340,jessica gold,2
2341,jessica griffin,2
2342,jessica justman,2
2343,jessica krant,2
2344,jessica levinson,2
2345,jessica madden,2
2346,jessie gaeta,2
2347,jesus silva herzog,3
2349,ji il tark,3
2350,jiang su,2
2351,jiang xueqing,2
2352,jie feng,2
2353,jih feh cheng,3
2354,jih fei cheng,3
2355,jill baumgartner,2
2356,jill biden,2
2357,jill horowitz,2
2358,jill schlesinger,2
2359,jim,1
2360,jim acosta,2
2361,jim angel,2
2362,jim blacka,2
2363,jim chung,2
2364,jim cramer,2
2365,jim down,2
2366,jim dunn,2
2367,jim luke,2
2368,jim malatras,2
2369,jim sciutto,2
2370,jim thomas,2
2371,jim waldo,2
2372,jim webb,2
2373,jim wright,2
2374,jin dong yan,3
2375,jin dongyan,2
2376,jinfeng zhou,2
2377,jinlene chan,2
2378,jinny jeong,2
2379,jinzi wu,2
2380,jiro yamaguchi,2
2381,jk rowling,2
2382,jo mcintosh,2
2383,jo potuto,2
2384,jo webber,2
2385,joacim rocklov,2
2386,joan bevelaqua,2
2387,joan cook,2
2388,joan wittig,2
2389,joanna joiner,2
2390,joanna morrell,2
2391,joanne katzman,2
2392,joanne medhurst,2
2393,joanne spetz,2
2394,joaquin morante,2
2396,jodie dionne odom,3
2397,jody rich,2
2398,joe amon,2
2399,joe biden,2
2400,joe bresee,2
2401,joe chang,2
2402,joe concha,2
2403,joe cunningham,2
2404,joe exotic,2
2405,joe favorito,2
2406,joe kalt,2
2407,joe kvedar,2
2408,joe lockhart,2
2409,joe lowery,2
2410,joe osborne,2
2411,joe risser,2
2412,joe rogan,2
2413,joe schwarcz,2
2414,joe schwieterman,2
2415,joel breman,2
2416,joel f farley,3
2417,joel goldstein,2
2418,joel kaplan,2
2419,joel miller,2
2420,joel n myers,3
2421,joel rosenberg,2
2422,johan giesecke,2
2423,johan van hoof,3
2424,john,1
2425,john a hannah,3
2426,john allen paulos,3
2427,john ashton,2
2428,john b murphy,3
2429,john barrasso,2
2430,john baugh,2
2431,john bel edwards,3
2432,john bell,2
2433,john bessler,2
2434,john binder,2
2435,john braden,2
2436,john bradley,2
2437,john brooks,2
2438,john brownstein,2
2439,john callahan,2
2440,john campbell,2
2441,john carlin,2
2442,john caskey,2
2443,john chisholm,2
2444,john clifford,2
2445,john coffee,2
2446,john crane,2
2447,john crozier,2
2448,john cuddihy,2
2449,john curtin,2
2450,john dearing,2
2451,john dougill,2
2452,john dwyer,2
2453,john e schwarz,3
2454,john edmunds,2
2455,john epstein,2
2456,john fritze birx,3
2457,john g trump,3
2458,john garamendi,2
2459,john gerrard,2
2460,john glendinning,2
2461,john graves,2
2462,john hansman,2
2463,john harry smith,3
2464,john hellerstedt,2
2465,john hick,2
2466,john hopkins,2
2467,john hospital,2
2468,john howard,2
2469,john huber,2
2470,john hussman,2
2471,john inazu,2
2472,john ioannidis,2
2473,john john impellizzeri,3
2474,john lipham,2
2475,john logan,2
2476,john lowe,2
2477,john lynch,2
2478,john mackenzie,2
2479,john manly,2
2480,john mathews,2
2481,john matthews,2
2482,john mcbride,2
2483,john mccrank,2
2484,john mixon,2
2485,john mooregetty images,3
2486,john morley,2
2487,john muyskens,2
2488,john newton,2
2489,john nicholls,2
2490,john nkengasong,2
2491,john o neill,3
2492,john oldham,2
