orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate
4922,sturgeon,1,"[('ms sturgeon', 95), ('nicola sturgeon', 90), ('stuart weston', 67), ('martin sturmer', 60), ('stuart lewena', 57), ('steven', 57), ('sung won sohn', 56), ('susanne straif bourgeois', 56), ('scott rein', 56), ('oliver stuenkel', 56), ('sterghios moschos', 56), ('stuart neil', 53), ('swanton', 53), ('tompkins stange', 51), ('stephen ferguson', 50), ('susan turney', 50), ('sean', 50), ('steve monroe', 50), ('sens', 50), ('steve bannon', 50)]",ms sturgeon
4933,sullivan,1,"[('david sullivan', 90), ('jennifer sullivan', 90), ('schulman', 62), ('peter shulman', 60), ('jeffrey shulman', 60), ('david shulkin', 60), ('edsel salvana', 57), ('sujit vakkalanka', 56), ('rebecca seligman', 56), ('sultan salimee', 56), ('gillian schmitz', 56), ('silvana agatone', 56), ('sue elliot', 56), ('silva bino', 56), ('anne spaulding', 56), ('richard sylla', 56), ('staffan sylvan', 56), ('gary shilling', 56), ('susan kline', 53), ('julie swann', 53)]",jennifer sullivan
4973,swan,1,"[('easter swander', 90), ('charlie swanton', 90), ('charles swanton', 90), ('norman swan', 90), ('julie swann', 90), ('swanton', 90), ('sean', 75), ('suwannachai wattanayingcharoen', 68), ('sean dempsey', 68), ('joshua santarpia', 68), ('kathryn seawant', 68), ('susan ray', 68), ('susan turney', 68), ('sanjay maggirwar', 68), ('kathryn sandberg', 68), ('sanjay mehta', 68), ('rogelio saenz', 68), ('hwang seung sik', 68), ('sean safford', 68), ('susan crossland', 68)]",norman swan
4974,swanton,1,"[('charlie swanton', 90), ('charles swanton', 90), ('swan', 90), ('ryan stanton', 77), ('julie swann', 75), ('hadi susanto', 69), ('sean', 68), ('suwannachai wattanayingcharoen', 64), ('kathryn seawant', 64), ('shannon gibson', 64), ('mauricio santoro', 64), ('lisa santora', 64), ('marco sandrone', 64), ('chad sanborn', 64), ('laurie santos', 64), ('simon anthony', 64), ('saynor', 62), ('sean asiquq topkok', 61), ('sean truman', 56), ('stephen wantz', 56)]",charlie swanton
5000,tara smith,2,"[('tara c smith', 95), ('jamie lloyd smith', 86), ('john harry smith', 86), ('jeffrey v smith', 86), ('nathaniel smith', 86), ('annelies wilder smith', 86), ('heather haynes smith', 86), ('david llewellyn smith', 86), ('sandra smith', 82), ('mark smith', 80), ('karen smith', 76), ('craig smith', 76), ('peter smith', 76), ('rachel smith', 73), ('nate smith', 70), ('craig r smith', 70), ('edward j smith', 67), ('davey smith', 67), ('david smith', 67), ('saira sheikh', 64)]",tara c smith
5004,tayar,1,"[('el tayar', 90), ('adil el tayar', 90), ('tanya altmann', 72), ('tamar barlam', 72), ('tomaso montanari', 72), ('alex tabarrock', 72), ('tara narula', 54), ('taylor swift', 54), ('recep tayyip erdogan', 54), ('ji il tark', 54), ('tony cardenas', 54), ('grant tarling', 54), ('tania elliott', 54), ('jovelle tamayo', 54), ('the koret playground', 54), ('tony narula', 54), ('james todaro', 54), ('timothy taylor', 54), ('rama thyagarajan', 54), ('tara smith', 54)]",adil el tayar
5011,tedros,1,"[('tedros adhanom ghebreyesus', 90), ('tedros adhanom ghebreyesu', 90), ('tedros adhanom', 90), ('tedros ahanom ghebreyesus', 90), ('tedros ghebreyesus', 90), ('tierno', 67), ('teresa grimes', 60), ('theresa tam', 60), ('richard tedder', 60), ('theresa madaline', 60), ('philip tierno jr', 60), ('james todaro', 60), ('christopher m tedeschi', 60), ('theodore roosevelt', 60), ('theodora hatziioannou', 60), ('theresa bingemann', 60), ('teresa tyson', 60), ('michael t osterholm', 60), ('philip m tierno', 60), ('tweed roosevelt', 60)]",tedros adhanom ghebreyesus
5012,tedros adhanom,2,"[('adhanom', 90), ('tedros adhanom ghebreyesus', 90), ('tedros adhanom ghebreyesu', 90), ('tedros', 90), ('tedros ahanom ghebreyesus', 86), ('adam', 68), ('adhanom ghebreyesus', 64), ('jerome adams', 62), ('adrian', 60), ('theresa madaline', 60), ('tierno', 60), ('adam douglas', 59), ('dan tehan', 57), ('jerome m adams', 57), ('tedros ghebreyesus', 57), ('theresa tam', 56), ('adam schefter', 56), ('syed arshad husain', 56), ('adams', 54), ('tomas aragon', 54)]",tedros adhanom ghebreyesus
5013,tedros adhanom ghebreyesu,3,"[('tedros adhanom ghebreyesus', 98), ('tedros ahanom ghebreyesus', 96), ('tedros', 90), ('tedros adhanom', 90), ('adhanom', 90), ('ghebreyesus', 86), ('adhanom ghebreyesus', 82), ('tedros ghebreyesus', 79), ('adam', 68), ('tierno', 60), ('adrian', 60), ('thomas harvey', 56), ('adam schefter', 56), ('tate reeves', 55), ('mark green', 54), ('tom barnes', 54), ('adams', 54), ('ann wagner', 54), ('jane greer', 54), ('adam green', 54)]",tedros adhanom ghebreyesus
5015,tedros ahanom ghebreyesus,3,"[('tedros adhanom ghebreyesus', 98), ('tedros adhanom ghebreyesu', 96), ('tedros ghebreyesus', 95), ('tedros', 90), ('ghebreyesus', 90), ('tedros adhanom', 86), ('adhanom ghebreyesus', 82), ('adhanom', 77), ('tierno', 60), ('graham', 60), ('thomas harvey', 56), ('tate reeves', 55), ('mark green', 54), ('tom barnes', 54), ('ann wagner', 54), ('jane greer', 54), ('adam green', 54), ('teresa grimes', 53), ('ted cruz', 53), ('aaron naeger', 52)]",tedros adhanom ghebreyesus
5016,tedros ghebreyesus,2,"[('tedros adhanom ghebreyesus', 95), ('tedros ahanom ghebreyesus', 95), ('ghebreyesus', 90), ('tedros', 90), ('tedros adhanom ghebreyesu', 79), ('adhanom ghebreyesus', 76), ('tierno', 60), ('teresa grimes', 58), ('tedros adhanom', 57), ('rob gore', 56), ('tate reeves', 55), ('josh green', 54), ('grete porteous', 53), ('ted cruz', 53), ('travis gayles', 52), ('thomas harvey', 52), ('rob grenfell', 52), ('thomas tighe', 52), ('al gore', 51), ('gabriel', 51)]",tedros adhanom ghebreyesus
5040,thomas,1,"[('thomas dobbs', 90), ('thomas vartanian', 90), ('thomas house', 90), ('anita thomas', 90), ('thomas file', 90), ('thomas r frieden', 90), ('thomas kim', 90), ('thomas farley', 90), ('stephen thomas', 90), ('richard thomas', 90), ('thomas juneau', 90), ('thomas cornwell', 90), ('jim thomas', 90), ('thomas harvey', 90), ('thomas rawski', 90), ('thomas gillespie', 90), ('david thomas', 90), ('nicholas thomas', 90), ('thomas m file jr', 90), ('thomas inglesby', 90)]",thomas vartanian
5047,thomas file,2,"[('thomas m file jr', 95), ('thomas', 90), ('thomas w eppes jr', 86), ('thomas lee', 86), ('thomas schinecker', 86), ('thomas steinemann', 86), ('nicholas david thomas', 86), ('thomas theuringer', 86), ('thomas farley', 83), ('thomas levy', 82), ('thomas frieden', 80), ('thomas tighe', 78), ('thomas inglesby', 77), ('thomas kim', 76), ('thomas rid', 76), ('thomas linden', 75), ('thomas keller', 75), ('thomas r frieden', 74), ('thomas gillespie', 74), ('thomas tsai', 73)]",thomas m file jr
5048,thomas frieden,2,"[('thomas r frieden', 95), ('frieden', 90), ('thomas', 90), ('tom frieden', 88), ('nicholas david thomas', 86), ('thomas rid', 83), ('thomas linden', 81), ('thomas file', 80), ('tom friedman', 77), ('thomas lee', 75), ('thomas farley', 74), ('thomas kim', 71), ('jim thomas', 71), ('tom ridge', 70), ('norman fried', 69), ('thomas byrne', 69), ('thomas tighe', 69), ('fife', 68), ('thomas vartanian', 67), ('stephen thomas', 67)]",thomas r frieden
5065,thomas rawski,2,"[('thomas', 90), ('thomas krajewski', 90), ('nicholas david thomas', 86), ('thomas kim', 78), ('thomas rid', 78), ('thomas tsai', 75), ('thomas nash', 75), ('thomas russo', 72), ('jim thomas', 71), ('thomas lee', 71), ('thomas vartanian', 69), ('thomas broker', 69), ('anita thomas', 68), ('david thomas', 68), ('thomas file', 67), ('thomas levy', 67), ('thomas frieden', 67), ('thomas dobbs', 64), ('thomas house', 64), ('richard thomas', 64)]",thomas krajewski
5075,thompson,1,"[('dominique thompson', 90), ('bennie thompson', 90), ('robin thompson', 90), ('robert thompson', 90), ('kenan thompson', 90), ('steven l thomason', 79), ('allan randrup thomsen', 72), ('thomas', 71), ('gabriele tomasoni', 68), ('anita thomas', 64), ('richard thomas', 64), ('david thomas', 64), ('thomas nash', 63), ('thomas dobbs', 61), ('thomas house', 61), ('thomas r frieden', 61), ('thomas farley', 61), ('thomas juneau', 61), ('thomas cornwell', 61), ('thomas harvey', 61)]",dominique thompson
5077,tierno,1,"[('philip tierno jr', 90), ('philip m tierno', 90), ('tedros', 67), ('terence rigby', 60), ('trenton kennedy', 60), ('tedros adhanom ghebreyesus', 60), ('christine carter toevs', 60), ('tenpao lee', 60), ('alvin tillery jr', 60), ('katherine tilsed', 60), ('tedros adhanom ghebreyesu', 60), ('jurrien timmer', 60), ('tedros adhanom', 60), ('tinglong dai', 60), ('guillermo tearney', 60), ('terence chong', 60), ('gary tearney', 60), ('tedros ahanom ghebreyesus', 60), ('larry tiefenbrunn', 60), ('michael t osterholm', 60)]",philip tierno jr
5106,tina tan,2,"[('christina tan', 90), ('nam tran', 75), ('li tan', 71), ('tompkins stange', 68), ('diana taylor', 68), ('constantine tsamasfyros', 68), ('tanya altmann', 67), ('tisha duncan', 64), ('tang xinghua', 64), ('nina turner', 63), ('tim montana', 63), ('ian tong', 62), ('tim lang', 62), ('david tan', 59), ('dan tehan', 59), ('tim allen', 59), ('naresh trehan', 57), ('jonathan t fluharty jaidee', 56), ('donald tashkin', 56), ('jonathan temte', 56)]",christina tan
5153,tony barton,2,"[('tony bartone', 96), ('tony xu', 86), ('tom britton', 73), ('barr', 68), ('tony cardenas', 67), ('rob burton', 67), ('tom barnes', 67), ('tony narula', 64), ('mona barzin', 64), ('tony holohan', 61), ('tony blakely', 61), ('tomas aragon', 61), ('bolton', 60), ('ian tong', 60), ('peter conti brown', 60), ('jackson browne jackson browne', 58), ('brian conway', 58), ('brandon brown', 58), ('tanya altmann', 58), ('brett sutton', 58)]",tony bartone
5165,travis,1,"[('travis gayles', 90), ('travis stork', 90), ('dominic travis', 90), ('sotiris tsiodras', 60), ('taison bell', 60), ('tara smith', 60), ('trish regan', 60), ('trish greenhalgh', 60), ('ambrose talisuna', 60), ('robert talisse', 60), ('ambrose otau talisuna', 60), ('tali sharot', 60), ('trish perl', 60), ('taisu zhang', 60), ('catherine troisi', 60), ('thais aliabadi', 60), ('teresa grimes', 53), ('thomas', 50), ('tomori', 50), ('tedros', 50)]",dominic travis
5176,trudeau,1,"[('sophie gregoire trudeau', 90), ('justin trudeau', 90), ('sean truman', 56), ('terre haute', 56), ('tunde szabo', 56), ('tyler durden', 53), ('teresa grimes', 51), ('theresa tam', 51), ('theresa madaline', 51), ('reis thebault', 51), ('ikuo tsunoda', 51), ('tony cardenas', 51), ('palli thordarson', 51), ('thomas juneau', 51), ('glen stubbestar tribune', 51), ('jennifer toller erausquin', 51), ('theresa bingemann', 51), ('teresa tyson', 51), ('naresh trehan', 51), ('theresa sokol', 51)]",sophie gregoire trudeau
5177,trump,1,"[('nicholas wu trump', 90), ('lara trump', 90), ('top trump', 90), ('ivanka trump', 90), ('fauci trump', 90), ('donald trump trump', 90), ('donald j trump', 90), ('donald trump', 90), ('john trump', 90), ('eric trump', 90), ('will trump', 90), ('wuha donald trump', 90), ('john g trump', 90), ('melania trump', 90), ('sean truman', 72), ('celine thum', 60), ('rosemarie truglio', 54), ('tom pyman', 54), ('sophie gregoire trudeau', 54), ('robert truog', 54)]",donald trump trump
5205,vaselech lyons,2,"[('debra vaselech lyons', 95), ('lyons', 90), ('debra vasalech lyons', 76), ('marcelle layton', 62), ('lee', 60), ('marshall lyon', 59), ('lois parshley', 56), ('steve lindsay', 52), ('stephen lynch', 52), ('elaine larson', 52), ('paul lynn', 52), ('oscar valles', 51), ('jason leitch', 51), ('lawrence young', 50), ('lee riley', 50), ('lucy jones', 50), ('neha vyas', 50), ('paul sandle london', 50), ('ava louise', 50), ('lois ann welsh', 48)]",debra vaselech lyons
5210,vicent racaniello,2,"[('vincent racaniello', 97), ('vici', 68), ('raab', 68), ('valerio granello', 61), ('rafael lugo', 60), ('vincent reina', 60), ('rachael lee', 60), ('vincent okafor', 58), ('daniel reaven', 57), ('vincenzo berghella', 57), ('rick martinello', 56), ('victoria', 56), ('vincent munster', 56), ('angelo virgona', 55), ('virginia a caine', 55), ('vince coglianese', 55), ('raphael viscidi', 53), ('vincent staggs', 52), ('ronna mcdaniel', 52), ('rachel smith', 52)]",vincent racaniello
5212,vicki hertzberg,2,"[('vicki stover hertzberg', 95), ('vici', 68), ('craig hedberg', 64), ('herzik', 60), ('vincenzo berghella', 55), ('vicky mckeever', 55), ('herb asher', 54), ('rick hasen', 54), ('vicki jackson', 53), ('herbert tico braun', 52), ('eric horvitz', 52), ('voynich', 51), ('david hepburn', 50), ('nukhet varlik', 48), ('lindsay perez huber', 47), ('harvey fineberg', 47), ('victoria toilet', 47), ('vincent munster', 47), ('emil verner', 46), ('david hoyer', 46)]",vicki stover hertzberg
5218,victoria,1,"[('victoria toilet', 90), ('victoria dooley', 90), ('victor shih', 74), ('victor matheson', 74), ('victor gomez', 74), ('vici', 68), ('vincent reina', 67), ('viktor orban', 61), ('vineet arora', 60), ('vicent racaniello', 56), ('somil viradia', 56), ('virginia a caine', 56), ('vicki jackson', 56), ('vincent okafor', 55), ('vortran', 53), ('vince coglianese', 50), ('hilde vichten', 48), ('raphael viscidi', 48), ('isabella velicogna', 48), ('vin gupta', 47)]",victoria toilet
5260,walsh,1,"[('simon walsh', 90), ('steve walsh', 90), ('marty walsh', 90), ('lois ann welsh', 72), ('kevin wallsten', 72), ('reutersyuri gripas washington', 72), ('reuterstom brenner washington', 72), ('terry wahls', 72), ('george washington', 72), ('lisa lambert washington', 72), ('leah washburn', 72), ('arieh warshel', 72), ('wali', 67), ('walters', 67), ('john wald', 60), ('priscilla wald', 60), ('walt orenstein', 57), ('watson', 55), ('wasim baig', 54), ('mark wilson', 54)]",simon walsh
5265,walter russel mead,3,"[('walter russell mead', 97), ('walter reed', 86), ('walter cho', 86), ('mary walter', 86), ('russel buhr', 86), ('walters', 79), ('wali', 68), ('russell weg', 66), ('russell moore', 62), ('anne walters', 60), ('marcel salathe', 59), ('walter ricciardi', 59), ('walter schachermayer', 58), ('wesley self', 57), ('walberto reyes', 56), ('s walnut st', 55), ('manuel pastor', 55), ('stefan rousseau', 55), ('russell jeung', 55), ('metra', 54)]",walter russell mead
5268,walters,1,"[('william walters', 90), ('anne walters', 90), ('mary walter', 83), ('walter russel mead', 79), ('walter russell mead', 79), ('walter schachermayer', 79), ('walter reed', 79), ('walter ricciardi', 79), ('william waters', 77), ('walter cho', 71), ('david walker', 69), ('patrick walker', 69), ('wali', 68), ('walsh', 67), ('walker todd', 66), ('walt orenstein', 64), ('kevin wallsten', 64), ('walberto reyes', 64), ('robert winters', 64), ('bob watcher', 64)]",william walters
5275,warren,1,"[('warren zapol', 90), ('warren hogan', 90), ('elizabeth warren', 90), ('francis ware', 66), ('suwannachai wattanayingcharoen', 60), ('fabio wajngarten', 60), ('w garrett hunt', 60), ('lawrence journal world', 60), ('greg walden', 60), ('brendan wren', 60), ('arieh warshel', 60), ('rochelle walensky', 60), ('walter reed', 59), ('waikerie', 57), ('wayne', 55), ('alex ward', 54), ('kelli ward', 54), ('wade mcgillis', 51), ('walt orenstein', 50), ('walberto reyes', 50)]",elizabeth warren
5279,warwick mckibbin,2,"[('warwick mckibbon', 94), ('warwick knowles', 65), ('nick mark', 60), ('muhib shinwari', 57), ('winch', 54), ('mark cuban', 54), ('laurie mcginley', 52), ('kaitlin wowak', 52), ('rick martinello', 52), ('wasim baig', 51), ('mark levin', 51), ('kelli ward', 51), ('mcbride', 51), ('ian mackay', 51), ('mark dworkin', 50), ('martin mckee', 50), ('walter ricciardi', 50), ('will jack', 50), ('eric mcdonald', 48), ('wang ping', 48)]",warwick mckibbon
5280,warwick mckibbon,2,"[('warwick mckibbin', 94), ('warwick knowles', 65), ('nick mark', 60), ('eric mcdonald', 55), ('rice mcdonald', 55), ('mark simon', 54), ('winch', 54), ('mark cuban', 54), ('john wan', 53), ('marci hamilton', 53), ('mark wilson', 52), ('nick wilson', 52), ('mariana chilton', 52), ('laurie mcginley', 52), ('mark naison', 52), ('rick martinello', 52), ('ron wright', 51), ('kelli ward', 51), ('mark jones', 51), ('marti cetron', 50)]",warwick mckibbin
5282,watson,1,"[('crystal watson', 90), ('alec watson', 90), ('randy watson', 90), ('jeff watson', 90), ('marshall watson', 90), ('reuterslindsey wasson', 75), ('duncan watts', 66), ('willson', 62), ('woodson', 62), ('walters', 62), ('suwannachai wattanayingcharoen', 60), ('walt orenstein', 60), ('phillip williamson', 60), ('mark wilson', 60), ('nick wilson', 60), ('marc alain widdowson', 60), ('alison whelan', 60), ('reutersyuri gripas washington', 60), ('c jason wang', 60), ('kathryn weston', 60)]",marshall watson
5283,wayne,1,"[('wayne riley', 90), ('wayne a marasco', 90), ('wayne thomann', 90), ('g wayne miller', 90), ('ann wagner', 72), ('gary wagner', 72), ('robert wagner', 72), ('wankhede', 62), ('wang ping', 57), ('wade mcgillis', 57), ('warren', 55), ('watson', 55), ('suwannachai wattanayingcharoen', 54), ('william schaffner', 54), ('liang wannian', 54), ('gang wang', 54), ('scott weaver', 54), ('waikerie', 54), ('walberto reyes', 54), ('c jason wang', 54)]",wayne a marasco
5287,webb,1,"[('leigh ann webb', 90), ('jane webber', 90), ('jo webber', 90), ('bethan webber', 90), ('cameron webb', 90), ('jim webb', 90), ('andrew weber', 68), ('weber shandwick', 68), ('rebecca webster', 68), ('debbie wasserman schultz', 68), ('hannah bloch wehba', 68), ('david weber', 68), ('eric wei', 51), ('tsai ing wen', 51), ('wei jiang', 49), ('lois ann welsh', 45), ('penny wheeler', 45), ('clemens wendtner', 45), ('scott weaver', 45), ('li wenliang', 45)]",leigh ann webb
